price,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color
10500,2014,volkswagen,excellent,,diesel,52000,clean,automatic,,,grey
3500,1994,ford,fair,8 cylinders,diesel,190000,clean,manual,rwd,truck,white
31990,2016,chevrolet,,8 cylinders,,107597,clean,automatic,4wd,pickup,white
0,2016,jeep,,6 cylinders,gas,83203,clean,automatic,4wd,SUV,grey
6800,2005,,excellent,6 cylinders,diesel,180000,clean,automatic,rwd,bus,yellow
5500,1999,,excellent,6 cylinders,diesel,220000,clean,automatic,rwd,bus,yellow
36990,2018,toyota,good,6 cylinders,gas,21415,clean,other,4wd,other,silver
23590,2017,nissan,good,,gas,37091,clean,other,fwd,pickup,red
17990,2013,subaru,good,,gas,57371,clean,other,,hatchback,blue
30990,2017,nissan,good,6 cylinders,gas,31095,clean,other,4wd,pickup,white
21590,2017,buick,good,,gas,14934,clean,other,fwd,sedan,white
21990,2019,toyota,good,,other,5607,clean,other,,sedan,red
16000,2016,dodge,like new,6 cylinders,gas,62000,clean,automatic,rwd,sedan,silver
1500,2005,toyota,good,4 cylinders,gas,222100,clean,automatic,fwd,sedan,silver
4500,2005,acura,,6 cylinders,gas,279000,clean,automatic,,SUV,blue
33995,2016,chevrolet,,,gas,115000,clean,automatic,4wd,,
40000,2017,chevrolet,like new,8 cylinders,gas,68000,clean,automatic,rwd,SUV,silver
39900,2015,lincoln,,,gas,51,clean,automatic,,,
10500,2008,infiniti,good,6 cylinders,gas,122904,clean,automatic,rwd,wagon,black
9500,2014,toyota,good,4 cylinders,gas,136128,clean,automatic,fwd,hatchback,white
12900,2014,nissan,good,4 cylinders,gas,120211,clean,automatic,fwd,SUV,red
4275,2006,jeep,,6 cylinders,gas,174132,clean,automatic,4wd,SUV,red
3200,2006,chevrolet,good,6 cylinders,gas,178762,clean,automatic,rwd,SUV,grey
10000,2010,toyota,,,gas,180000,clean,automatic,,,
11995,2007,chevrolet,,,gas,170865,clean,automatic,4wd,,silver
3399,2006,buick,,6 cylinders,gas,160218,clean,automatic,fwd,sedan,blue
17995,2017,ram,,,gas,147064,clean,automatic,,,white
3850,2010,volkswagen,,,gas,178000,clean,automatic,,,
3900,2009,hyundai,,4 cylinders,gas,162005,clean,automatic,rwd,sedan,white
6000,2004,subaru,excellent,4 cylinders,gas,64000,clean,automatic,4wd,,
15897,2018,chevrolet,,4 cylinders,gas,65950,clean,other,fwd,sedan,grey
0,2020,dodge,excellent,8 cylinders,gas,8428,clean,automatic,rwd,sedan,
3300,1999,chrysler,,6 cylinders,gas,162026,clean,automatic,fwd,sedan,
26995,2015,ford,,,diesel,232000,clean,automatic,4wd,,
0,2021,nissan,excellent,8 cylinders,gas,2576,clean,automatic,4wd,truck,black
6950,2011,volkswagen,excellent,5 cylinders,gas,116000,clean,automatic,fwd,sedan,silver
29995,2013,chevrolet,,,diesel,173000,clean,automatic,4wd,,
22795,2015,mercedes-benz,,4 cylinders,gas,67870,clean,automatic,,sedan,silver
0,2014,,,,diesel,100,clean,automatic,,,
8995,2005,nissan,excellent,6 cylinders,gas,53320,clean,automatic,fwd,sedan,brown
1250,1988,ford,fair,6 cylinders,gas,90000,clean,manual,4wd,SUV,black
1500,1988,,good,6 cylinders,gas,89000,clean,manual,4wd,,
48900,2018,chevrolet,like new,8 cylinders,diesel,43034,rebuilt,automatic,4wd,truck,black
9988,2014,kia,good,4 cylinders,gas,121259,clean,automatic,fwd,SUV,red
24888,2019,ford,excellent,6 cylinders,gas,8176,clean,automatic,rwd,pickup,white
28490,2020,nissan,,,gas,6154,clean,automatic,fwd,,blue
31968,2020,infiniti,,,gas,27441,clean,automatic,,,white
21334,2021,toyota,,,gas,7277,clean,automatic,fwd,,white
16888,2008,toyota,good,6 cylinders,gas,188096,clean,automatic,4wd,SUV,yellow
19888,2015,mercedes-benz,excellent,6 cylinders,gas,111261,clean,automatic,4wd,SUV,silver
31888,2015,gmc,good,8 cylinders,gas,109947,clean,automatic,rwd,SUV,white
500,2021,,fair,other,other,1400,clean,other,,bus,green
10997,2010,ford,,,gas,137906,clean,automatic,4wd,,
29800,2019,chevrolet,,8 cylinders,gas,39000,clean,automatic,4wd,,red
1350,1999,,fair,6 cylinders,gas,200000,clean,automatic,,,
50990,2017,mercedes-benz,,8 cylinders,gas,68643,clean,automatic,,sedan,black
9500,1968,pontiac,,,gas,175000,clean,automatic,,convertible,red
1300,1969,mercedes-benz,,,gas,12774,clean,automatic,,,
22500,1929,ford,,,gas,9999999,clean,automatic,,,
3999,2003,infiniti,,6 cylinders,gas,233830,clean,automatic,rwd,sedan,
5900,2011,ford,,,gas,109000,clean,automatic,,,
2800,2002,pontiac,good,6 cylinders,gas,128783,rebuilt,manual,fwd,,red
28995,2017,chevrolet,,,gas,102000,clean,automatic,rwd,,
34950,2016,nissan,,,diesel,158159,clean,automatic,4wd,pickup,
99950,2021,chevrolet,,,gas,510,clean,automatic,rwd,coupe,orange
29950,1998,pontiac,,,gas,16429,clean,automatic,rwd,hatchback,black
39995,1999,dodge,,,gas,15897,clean,manual,rwd,convertible,silver
2550,2004,cadillac,,6 cylinders,gas,224105,clean,automatic,rwd,SUV,white
8800,2007,gmc,good,8 cylinders,gas,269000,clean,automatic,4wd,,
1,2012,ford,,,gas,150000,clean,automatic,4wd,,
7500,1969,,,,gas,80000,clean,automatic,,convertible,blue
16990,2019,toyota,,4 cylinders,gas,44752,clean,automatic,fwd,sedan,
12499,2012,toyota,,4 cylinders,gas,64950,clean,automatic,fwd,sedan,red
13999,2018,kia,,4 cylinders,gas,46848,clean,automatic,fwd,wagon,white
28249,2016,toyota,,8 cylinders,gas,78000,clean,automatic,,pickup,
7999,2007,toyota,,6 cylinders,gas,67650,clean,automatic,fwd,sedan,custom
8799,2006,acura,,4 cylinders,gas,89375,clean,automatic,fwd,sedan,white
19990,2017,nissan,,6 cylinders,gas,53950,clean,automatic,,SUV,white
2975,2006,,,6 cylinders,gas,217353,clean,automatic,rwd,SUV,white
18800,2000,,,8 cylinders,diesel,193348,clean,automatic,rwd,,white
19900,2011,ford,,8 cylinders,gas,142268,clean,automatic,4wd,,white
9990,2015,toyota,excellent,4 cylinders,gas,125224,clean,automatic,fwd,sedan,
29950,2014,gmc,excellent,8 cylinders,gas,139029,clean,automatic,4wd,truck,black
9990,2009,lexus,excellent,6 cylinders,gas,163230,clean,automatic,fwd,SUV,
0,2017,gmc,,8 cylinders,gas,60015,clean,other,4wd,truck,white
45950,2014,gmc,excellent,8 cylinders,diesel,154289,clean,automatic,4wd,truck,black
17897,2015,lincoln,,6 cylinders,gas,91067,clean,other,fwd,sedan,white
11500,2008,ford,good,8 cylinders,diesel,283356,clean,automatic,rwd,pickup,white
7990,2011,bmw,excellent,6 cylinders,gas,123000,clean,automatic,rwd,sedan,
9990,2009,bmw,excellent,6 cylinders,gas,93659,clean,automatic,4wd,SUV,
11990,2011,honda,excellent,4 cylinders,gas,109000,clean,automatic,fwd,SUV,
0,2014,buick,,6 cylinders,gas,143136,clean,automatic,fwd,SUV,white
15990,2015,chevrolet,,6 cylinders,gas,53000,clean,automatic,rwd,other,black
0,2018,honda,excellent,4 cylinders,gas,22761,clean,automatic,fwd,SUV,red
14700,2015,honda,excellent,4 cylinders,gas,70672,salvage,automatic,4wd,SUV,brown
500,2021,,fair,other,other,1400,clean,other,,bus,green
11295,2014,chevrolet,,4 cylinders,gas,49019,clean,automatic,fwd,hatchback,red
4350,2015,,good,3 cylinders,gas,69974,clean,automatic,,coupe,white
2450,2000,infiniti,good,6 cylinders,gas,246653,clean,automatic,4wd,SUV,silver
12950,2013,lexus,good,4 cylinders,gas,77000,clean,automatic,fwd,,black
30488,2020,infiniti,,,gas,29366,clean,automatic,rwd,,black
17989,2018,toyota,,,gas,120943,clean,automatic,fwd,,silver
22602,2021,toyota,,,gas,10883,clean,automatic,fwd,,red
12977,2011,lexus,,,gas,140994,clean,automatic,,,
12995,2008,ford,,,gas,93146,clean,automatic,,,green
36995,2012,ford,,,gas,41364,clean,automatic,4wd,,silver
31995,2017,ford,,,gas,129638,clean,automatic,,,white
25995,2015,gmc,,,gas,126690,clean,automatic,,,red
29990,2019,mazda,good,,gas,5247,clean,other,rwd,other,
34995,2015,ford,,,gas,84526,clean,automatic,4wd,,white
31995,2012,ford,,,gas,24692,clean,automatic,,,white
34995,2017,ford,,,gas,138052,clean,automatic,4wd,,white
16590,2016,jeep,good,,gas,35835,clean,other,4wd,other,red
16995,2008,chevrolet,,,gas,158114,clean,automatic,,,white
25590,2017,jeep,good,6 cylinders,other,31315,clean,other,4wd,SUV,silver
12995,2016,chrysler,,,gas,72754,clean,automatic,,,black
27995,2017,nissan,,,gas,48769,clean,automatic,,,white
24995,2012,ford,,,gas,52377,clean,automatic,,,grey
28995,2012,ford,,,gas,93923,clean,automatic,,,white
27995,2012,ford,,,gas,45822,clean,automatic,,,white
13995,2015,nissan,,,gas,86580,clean,automatic,,,white
32995,2012,ford,,,gas,37473,clean,automatic,4wd,,white
4995,2005,ford,,,gas,121724,clean,automatic,,,silver
27995,2012,ford,,,gas,26896,clean,automatic,,,white
24995,2012,ford,,,gas,40023,clean,automatic,,,green
36995,2013,chevrolet,,,gas,58056,clean,automatic,,,white
36995,2017,chevrolet,,,gas,43553,clean,automatic,4wd,,white
39590,2017,chevrolet,good,8 cylinders,gas,10496,clean,other,rwd,coupe,white
26990,2016,ford,good,6 cylinders,gas,14230,clean,other,,pickup,black
36990,2015,chevrolet,good,8 cylinders,other,51677,clean,other,,other,black
5500,2001,ford,fair,,diesel,340000,clean,automatic,fwd,van,white
1500,2011,ford,,,gas,123000,clean,automatic,,,
25500,2015,jaguar,,6 cylinders,,71114,clean,automatic,rwd,sedan,black
3500,1995,honda,good,4 cylinders,gas,215000,clean,manual,fwd,convertible,red
9900,2013,gmc,,6 cylinders,gas,148285,clean,automatic,fwd,,black
20900,2017,ford,,8 cylinders,gas,147124,clean,automatic,4wd,,white
29900,2016,jeep,,6 cylinders,gas,131091,clean,automatic,4wd,,white
7200,2007,toyota,excellent,4 cylinders,gas,155490,clean,automatic,fwd,SUV,silver
45300,2018,ram,excellent,6 cylinders,diesel,34125,rebuilt,automatic,4wd,truck,black
0,2014,,,,diesel,100,clean,automatic,,,
3500,2006,ford,,,gas,246000,clean,automatic,,,
0,2012,chevrolet,,8 cylinders,,0,clean,automatic,rwd,,white
17500,2001,ram,good,6 cylinders,diesel,178000,clean,manual,4wd,truck,white
5500,2010,hyundai,good,4 cylinders,gas,114988,clean,automatic,fwd,hatchback,blue
18950,2009,jeep,excellent,,gas,,clean,automatic,4wd,,
6900,2008,ford,good,4 cylinders,hybrid,103550,clean,automatic,fwd,SUV,white
10900,2010,honda,good,6 cylinders,gas,97804,clean,automatic,fwd,wagon,grey
8900,2014,fiat,good,4 cylinders,gas,84778,clean,automatic,fwd,hatchback,red
0,2008,mercedes-benz,,6 cylinders,gas,132517,clean,automatic,,sedan,white
0,2017,nissan,excellent,,gas,,clean,automatic,,sedan,white
8900,2003,ford,good,8 cylinders,diesel,247000,clean,automatic,rwd,truck,red
2675,1996,toyota,,4 cylinders,gas,164719,clean,automatic,fwd,sedan,green
29995,2016,ford,,,diesel,235000,clean,automatic,4wd,,
22995,2012,ford,,,diesel,210000,clean,automatic,4wd,,
21800,2018,ford,,8 cylinders,gas,143603,clean,automatic,4wd,,silver
8980,2010,dodge,,,gas,207000,clean,automatic,,,grey
27900,2018,ford,,8 cylinders,gas,159911,clean,automatic,4wd,,white
7980,2012,volvo,,,gas,110000,clean,automatic,,,
22900,2016,ford,,6 cylinders,gas,95900,clean,automatic,rwd,,white
10980,2007,gmc,,,gas,181000,clean,automatic,,,
31500,2019,ford,,6 cylinders,gas,106054,clean,automatic,4wd,,white
8480,2012,chrysler,,,gas,187000,clean,automatic,,,
9980,2008,infiniti,,,gas,171000,clean,automatic,,,
7980,2015,kia,,,gas,121000,clean,automatic,,,
10980,2012,ford,,,gas,159000,clean,automatic,,,
27990,2014,ram,like new,6 cylinders,diesel,2222222,clean,automatic,4wd,truck,white
0,2006,ford,,,diesel,0,clean,other,,other,white
8500,2004,bmw,excellent,4 cylinders,gas,116014,clean,automatic,rwd,other,white
0,2017,dodge,like new,8 cylinders,gas,39000,clean,automatic,rwd,coupe,green
36990,2016,gmc,good,8 cylinders,gas,23190,clean,other,4wd,pickup,black
24590,2013,gmc,good,8 cylinders,other,80318,clean,other,,pickup,
3650,2008,kia,,4 cylinders,gas,115124,clean,automatic,fwd,sedan,silver
36995,2017,chevrolet,,,gas,43553,clean,automatic,4wd,,white
19888,2015,mercedes-benz,excellent,6 cylinders,gas,111261,clean,automatic,4wd,SUV,silver
31888,2015,gmc,good,8 cylinders,gas,109947,clean,automatic,rwd,SUV,white
25990,2019,ram,good,8 cylinders,gas,12302,clean,other,,pickup,white
23888,2014,ram,like new,8 cylinders,diesel,110789,clean,automatic,rwd,pickup,silver
25590,2015,gmc,good,6 cylinders,other,35290,clean,other,,pickup,white
2600,2000,buick,,6 cylinders,gas,212061,clean,automatic,fwd,sedan,blue
3500,2008,acura,good,6 cylinders,gas,242000,clean,automatic,fwd,sedan,grey
27990,2020,ford,good,,gas,10688,clean,other,,pickup,white
32995,,,,4 cylinders,gas,22105,clean,automatic,rwd,sedan,white
500,2021,,fair,other,other,1400,clean,other,,bus,green
16888,2008,toyota,good,6 cylinders,gas,188096,clean,automatic,4wd,SUV,yellow
15874,2016,mazda,,,gas,150694,clean,automatic,fwd,,brown
40499,2020,toyota,,,gas,9674,clean,automatic,4wd,,white
12558,2016,hyundai,,,gas,76381,clean,automatic,fwd,,white
11977,2014,buick,,,gas,54693,clean,automatic,fwd,,silver
27900,2014,chevrolet,good,8 cylinders,diesel,170525,clean,automatic,4wd,truck,white
31590,2019,cadillac,good,,other,12102,clean,other,fwd,hatchback,black
4950,2002,acura,excellent,6 cylinders,gas,201000,clean,automatic,,sedan,
4650,2002,chevrolet,excellent,6 cylinders,gas,139000,clean,automatic,,SUV,
3950,2003,honda,excellent,4 cylinders,gas,236890,clean,automatic,,,
7500,2012,chevrolet,excellent,6 cylinders,gas,212000,clean,automatic,rwd,truck,white
6000,2002,,good,6 cylinders,gas,24222,clean,automatic,rwd,,green
21990,2015,mercedes-benz,,4 cylinders,diesel,90508,clean,automatic,,SUV,white
9500,2013,hyundai,excellent,4 cylinders,gas,125000,clean,automatic,fwd,sedan,red
16900,2015,kia,good,4 cylinders,gas,82999,clean,automatic,fwd,sedan,white
19900,2011,cadillac,good,8 cylinders,gas,133257,clean,automatic,rwd,SUV,white
19900,2019,hyundai,good,4 cylinders,gas,21872,clean,automatic,fwd,sedan,white
18900,2019,nissan,good,4 cylinders,gas,47421,clean,automatic,fwd,sedan,grey
22000,2013,rover,good,8 cylinders,gas,119550,clean,automatic,4wd,SUV,white
1500,2004,chevrolet,fair,4 cylinders,gas,150000,missing,automatic,rwd,truck,black
23500,2008,lexus,excellent,8 cylinders,gas,73500,clean,automatic,rwd,convertible,red
23900,2006,,,,diesel,195000,clean,automatic,4wd,truck,red
3250,1997,lincoln,good,8 cylinders,gas,142000,clean,other,rwd,sedan,
3450,1997,honda,,4 cylinders,gas,172295,clean,automatic,fwd,sedan,black
0,2008,chevrolet,,6 cylinders,gas,157476,clean,automatic,fwd,sedan,grey
5000,2005,honda,good,4 cylinders,gas,182000,clean,automatic,fwd,SUV,red
34900,2020,nissan,excellent,6 cylinders,gas,15400,clean,automatic,rwd,SUV,white
0,2010,chevrolet,,4 cylinders,gas,162455,clean,automatic,fwd,sedan,
36995,2013,chevrolet,,,gas,58056,clean,automatic,,,white
34590,2016,chevrolet,good,6 cylinders,gas,29499,clean,other,4wd,pickup,silver
3650,1999,jeep,,6 cylinders,gas,151379,clean,automatic,rwd,SUV,blue
6900,2001,jeep,excellent,6 cylinders,gas,144445,clean,automatic,rwd,SUV,white
18000,2016,mazda,excellent,4 cylinders,gas,33000,clean,automatic,,,
27990,2017,chevrolet,good,,gas,22120,clean,other,,pickup,
26990,2008,ram,like new,6 cylinders,diesel,172000,clean,automatic,4wd,truck,red
0,2014,ram,like new,6 cylinders,diesel,1111111,clean,automatic,4wd,truck,white
17990,2018,ford,like new,6 cylinders,gas,1111111,clean,automatic,fwd,SUV,blue
11990,2011,audi,like new,4 cylinders,diesel,70000,clean,automatic,fwd,sedan,black
0,2018,chevrolet,like new,8 cylinders,diesel,1111111,clean,automatic,4wd,truck,black
0,2017,ford,like new,8 cylinders,gas,88000,clean,automatic,4wd,truck,custom
0,2007,chevrolet,like new,8 cylinders,diesel,128000,clean,automatic,4wd,truck,silver
0,2012,ram,like new,6 cylinders,diesel,1111111,clean,automatic,rwd,truck,white
32990,2019,chevrolet,good,,other,6897,clean,other,,pickup,black
0,2014,ford,like new,8 cylinders,gas,80000,clean,automatic,4wd,truck,blue
3299,2003,chevrolet,,4 cylinders,gas,176354,clean,automatic,fwd,coupe,
0,2014,ram,like new,8 cylinders,gas,1111111,clean,automatic,4wd,truck,red
6500,2010,honda,like new,4 cylinders,gas,170000,clean,automatic,fwd,coupe,
0,2019,gmc,excellent,8 cylinders,gas,42411,clean,automatic,4wd,SUV,red
12500,2002,,good,8 cylinders,gas,87000,clean,automatic,rwd,convertible,blue
16888,2008,toyota,good,6 cylinders,gas,188096,clean,automatic,4wd,SUV,yellow
31990,2013,toyota,good,8 cylinders,gas,55068,clean,other,4wd,pickup,
25495,2017,mercedes-benz,,4 cylinders,gas,42056,clean,automatic,,sedan,black
500,2021,,fair,other,other,1400,clean,other,,bus,green
0,2016,chevrolet,like new,8 cylinders,gas,128000,clean,automatic,rwd,truck,white
0,2012,chevrolet,like new,8 cylinders,gas,150000,clean,automatic,4wd,truck,black
0,2018,toyota,like new,6 cylinders,gas,44000,clean,automatic,4wd,SUV,white
34990,2017,gmc,good,8 cylinders,gas,31728,clean,other,4wd,pickup,white
0,2018,chevrolet,like new,8 cylinders,diesel,140000,clean,automatic,4wd,truck,black
36998,2019,nissan,,,gas,15549,clean,automatic,fwd,,black
37998,2020,nissan,,,gas,23783,clean,automatic,fwd,,blue
25000,2019,nissan,,,gas,11285,clean,automatic,fwd,,silver
0,2018,ram,,,diesel,118845,clean,manual,4wd,,white
38590,2011,chevrolet,good,8 cylinders,gas,30237,clean,other,rwd,other,red
26990,2017,,,6 cylinders,gas,74668,clean,automatic,rwd,sedan,silver
8700,1979,lincoln,excellent,8 cylinders,gas,22964,clean,automatic,rwd,sedan,grey
3299,2002,ford,,6 cylinders,gas,249302,clean,automatic,fwd,,white
3500,1996,chevrolet,,8 cylinders,gas,237000,clean,automatic,4wd,,green
8500,2011,toyota,excellent,4 cylinders,gas,114500,clean,automatic,fwd,sedan,blue
3495,2008,chevrolet,,6 cylinders,gas,157305,clean,automatic,fwd,sedan,
5980,2010,ford,,4 cylinders,gas,178753,,manual,fwd,sedan,red
7480,2013,hyundai,,4 cylinders,gas,117271,,automatic,fwd,sedan,blue
8950,2011,ford,excellent,6 cylinders,gas,164000,clean,automatic,fwd,truck,white
5980,2013,jeep,,4 cylinders,gas,106290,,manual,fwd,SUV,white
4499,2005,toyota,,4 cylinders,gas,170687,clean,automatic,fwd,sedan,blue
5980,2006,chrysler,,8 cylinders,gas,160566,,automatic,rwd,sedan,white
5980,2008,chevrolet,,6 cylinders,,165596,,automatic,fwd,sedan,black
6980,2008,mercedes-benz,,6 cylinders,gas,148095,,automatic,rwd,sedan,black
22990,2012,toyota,good,,gas,37725,clean,other,,pickup,white
3450,2007,toyota,,4 cylinders,,263198,clean,automatic,fwd,,grey
5980,2005,nissan,,6 cylinders,gas,198576,,manual,,SUV,silver
7980,2008,nissan,,8 cylinders,,200850,,automatic,rwd,pickup,white
2300,2008,chevrolet,good,4 cylinders,gas,165000,clean,automatic,,,black
5480,2005,dodge,,8 cylinders,gas,178667,,automatic,rwd,SUV,
36990,2017,ford,good,6 cylinders,other,15443,clean,automatic,4wd,pickup,red
26990,2014,chevrolet,good,6 cylinders,gas,63129,clean,automatic,,pickup,black
29990,2017,jeep,good,6 cylinders,gas,28680,clean,other,4wd,other,black
24990,2017,audi,good,,other,21314,clean,other,fwd,sedan,blue
32500,2014,chevrolet,good,8 cylinders,gas,80000,clean,automatic,rwd,sedan,black
3999,2009,volvo,,5 cylinders,gas,182005,clean,automatic,fwd,,silver
4380,2007,hyundai,,6 cylinders,gas,185852,,automatic,fwd,van,blue
33990,2016,chevrolet,,8 cylinders,,117895,clean,automatic,4wd,pickup,white
6200,1984,gmc,fair,8 cylinders,gas,51000,clean,manual,4wd,truck,white
5999,2013,mazda,like new,4 cylinders,gas,91000,clean,automatic,fwd,sedan,red
38500,2019,infiniti,,,gas,17182,clean,automatic,,,blue
26500,2019,nissan,,,gas,13544,clean,automatic,fwd,,
15988,2017,hyundai,,,gas,24546,clean,automatic,fwd,,silver
17577,2019,hyundai,,,gas,26723,clean,automatic,fwd,,black
38990,2017,jeep,good,6 cylinders,gas,20676,clean,other,4wd,other,red
29890,,,,6 cylinders,gas,30934,clean,automatic,fwd,SUV,white
21998,2009,chevrolet,,8 cylinders,gas,92518,clean,automatic,4wd,SUV,white
4400,2006,buick,,6 cylinders,gas,124201,clean,automatic,fwd,sedan,white
13500,2013,infiniti,excellent,6 cylinders,gas,108829,clean,automatic,fwd,SUV,black
4500,2011,ford,,4 cylinders,gas,167870,clean,automatic,fwd,sedan,blue
4500,2005,toyota,like new,4 cylinders,gas,170000,clean,automatic,fwd,sedan,white
4100,2010,hyundai,,4 cylinders,gas,130206,rebuilt,manual,fwd,wagon,grey
5940,2009,mini,,4 cylinders,gas,149835,,manual,fwd,coupe,red
2300,1997,buick,,6 cylinders,gas,201566,clean,automatic,fwd,sedan,green
5970,2010,nissan,,4 cylinders,gas,122584,,automatic,fwd,sedan,grey
5980,2006,honda,,6 cylinders,gas,167440,,automatic,fwd,van,silver
3500,2009,hyundai,,4 cylinders,gas,111387,rebuilt,automatic,fwd,sedan,white
6980,2006,nissan,,6 cylinders,gas,146779,,automatic,rwd,SUV,silver
33990,2018,ford,good,8 cylinders,gas,23720,clean,other,rwd,coupe,blue
6380,2013,kia,,4 cylinders,gas,193254,,automatic,fwd,sedan,silver
3999,2006,pontiac,,6 cylinders,gas,207238,clean,automatic,fwd,sedan,white
3980,2013,kia,,4 cylinders,gas,0,,manual,fwd,sedan,white
4980,2001,ford,,8 cylinders,gas,106554,,automatic,rwd,sedan,
16937,2011,,,,gas,27000,clean,automatic,,,
26590,2020,honda,good,,gas,9954,clean,other,fwd,coupe,silver
4250,2007,chrysler,,4 cylinders,gas,94093,clean,automatic,fwd,sedan,red
10980,2012,ford,,6 cylinders,,178802,,automatic,4wd,pickup,silver
6400,2006,lexus,like new,6 cylinders,gas,130000,clean,automatic,fwd,sedan,
8897,2014,kia,,4 cylinders,gas,189392,clean,other,fwd,SUV,silver
18897,2016,kia,,4 cylinders,gas,73330,clean,other,fwd,sedan,silver
7980,2013,bmw,,4 cylinders,gas,156295,,manual,rwd,SUV,white
10500,2011,chevrolet,,,gas,225000,clean,automatic,4wd,,
3500,2006,ford,,6 cylinders,gas,214775,clean,automatic,fwd,SUV,blue
4980,2005,cadillac,,8 cylinders,gas,129448,,automatic,rwd,sedan,white
29590,2017,ford,good,6 cylinders,gas,70760,clean,other,4wd,SUV,blue
31990,2017,ram,good,8 cylinders,gas,35921,clean,other,,pickup,white
33990,2017,ford,good,8 cylinders,gas,9788,clean,other,rwd,coupe,black
26495,,,,4 cylinders,gas,42455,clean,automatic,,sedan,white
34997,2016,ford,excellent,8 cylinders,gas,122000,clean,automatic,4wd,pickup,
52997,2017,rover,excellent,6 cylinders,gas,58947,clean,automatic,4wd,SUV,
32997,2008,,excellent,8 cylinders,gas,143504,clean,automatic,4wd,SUV,black
16997,2003,,excellent,8 cylinders,gas,161865,clean,automatic,4wd,SUV,
1350,1999,,fair,6 cylinders,gas,200000,clean,automatic,,,
31888,2015,gmc,good,8 cylinders,gas,109947,clean,automatic,rwd,SUV,white
19888,2015,mercedes-benz,excellent,6 cylinders,gas,111261,clean,automatic,4wd,SUV,silver
24888,2019,ford,excellent,6 cylinders,gas,8176,clean,automatic,rwd,pickup,white
9988,2014,kia,good,4 cylinders,gas,121259,clean,automatic,fwd,SUV,red
1500,2006,infiniti,,,gas,261000,clean,automatic,,,
3500,2003,toyota,good,4 cylinders,gas,237000,clean,automatic,,,
12654,2014,chevrolet,,,gas,106986,clean,automatic,fwd,,
40888,2020,jeep,,,gas,19069,clean,automatic,4wd,,black
33988,2019,nissan,,,gas,11939,clean,automatic,4wd,,red
12999,2014,dodge,good,8 cylinders,gas,137000,clean,automatic,rwd,sedan,black
10977,2011,lexus,,,gas,121428,clean,automatic,rwd,,white
14475,2011,ford,excellent,6 cylinders,gas,142842,clean,manual,4wd,pickup,
500,2021,,fair,other,other,1400,clean,other,,bus,green
12000,1991,chevrolet,like new,,gas,40000,clean,automatic,,,grey
35590,2018,ram,good,6 cylinders,other,22805,clean,other,4wd,pickup,black
29875,,,,4 cylinders,gas,46947,clean,automatic,fwd,sedan,white
100000,1984,jeep,,,gas,112000,clean,manual,,,
27400,2001,lexus,,8 cylinders,gas,169000,clean,automatic,4wd,SUV,brown
37900,2020,chevrolet,like new,8 cylinders,gas,5622,clean,automatic,rwd,truck,white
31900,2019,ford,like new,6 cylinders,gas,29497,clean,automatic,rwd,van,white
11500,2013,chevrolet,excellent,8 cylinders,gas,228699,clean,automatic,rwd,van,white
32900,2019,ford,like new,6 cylinders,gas,6735,clean,automatic,rwd,van,white
31500,2019,gmc,like new,8 cylinders,gas,24585,clean,automatic,rwd,van,white
29900,2019,ford,like new,8 cylinders,gas,23004,clean,automatic,rwd,truck,white
9500,2014,ford,excellent,4 cylinders,gas,219581,clean,automatic,fwd,van,white
17200,2014,ford,excellent,4 cylinders,gas,45026,clean,automatic,fwd,van,white
23900,2017,ford,excellent,6 cylinders,gas,108482,clean,automatic,rwd,van,white
22300,2017,ford,excellent,6 cylinders,gas,113617,clean,automatic,rwd,van,white
3999,2001,ford,,6 cylinders,gas,228680,clean,automatic,rwd,,
3730,1987,,fair,4 cylinders,gas,125000,clean,manual,fwd,coupe,silver
37500,2020,infiniti,like new,4 cylinders,gas,4230,clean,manual,fwd,SUV,white
29800,2016,ram,excellent,8 cylinders,gas,43000,clean,automatic,4wd,,silver
3850,2003,dodge,,8 cylinders,gas,215604,clean,automatic,rwd,SUV,blue
4300,2012,kia,,4 cylinders,gas,174053,clean,automatic,fwd,wagon,silver
1100,2000,chevrolet,,6 cylinders,gas,187000,clean,automatic,fwd,,white
5000,2006,jeep,,,diesel,194000,clean,automatic,,SUV,
2800,2006,ford,,6 cylinders,gas,230108,clean,automatic,fwd,sedan,white
5980,2005,nissan,,,gas,198000,clean,automatic,,,
6980,2010,nissan,,,gas,186000,clean,automatic,,,
7980,2008,nissan,,,gas,200000,clean,automatic,,,
6980,2008,mercedes-benz,,,gas,148000,clean,automatic,,,
6480,2011,kia,,,gas,182000,clean,automatic,,,
8990,2011,jeep,,,gas,173000,clean,automatic,,,
7480,2013,hyundai,,,gas,117000,clean,automatic,,,
0,2015,gmc,like new,8 cylinders,gas,79000,clean,automatic,4wd,SUV,black
13750,2013,ford,good,,gas,136850,clean,automatic,,,
0,2016,ram,like new,6 cylinders,diesel,128377,clean,automatic,4wd,truck,black
4450,2004,cadillac,,6 cylinders,gas,144850,clean,automatic,rwd,SUV,white
14500,2015,honda,excellent,,gas,60201,rebuilt,automatic,,hatchback,silver
0,2007,chevrolet,like new,8 cylinders,diesel,120000,clean,automatic,4wd,truck,silver
0,2016,ram,like new,6 cylinders,diesel,160000,clean,automatic,4wd,truck,custom
