price,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color
27995,2012,ford,,,gas,26896,clean,automatic,,,white
1800,2007,nissan,fair,6 cylinders,gas,147000,clean,automatic,fwd,SUV,grey
3999,2006,honda,,4 cylinders,gas,253076,clean,automatic,fwd,sedan,silver
199,2017,dodge,,,gas,21737,clean,automatic,,,
22590,2013,ford,good,6 cylinders,other,14169,clean,other,,pickup,silver
14950,2007,jeep,excellent,,gas,,clean,automatic,,,silver
24990,2012,chevrolet,good,8 cylinders,gas,26460,clean,other,,pickup,red
24995,2012,ford,,,gas,40023,clean,automatic,,,green
0,2014,,,,diesel,100,clean,automatic,,,
2999,2007,ford,,6 cylinders,gas,162029,clean,automatic,fwd,sedan,blue
15897,2018,chevrolet,,4 cylinders,gas,50153,clean,other,fwd,sedan,silver
16700,2013,ford,,8 cylinders,gas,180917,clean,other,4wd,truck,
6900,2010,mazda,good,4 cylinders,gas,165255,rebuilt,automatic,fwd,sedan,grey
8500,2008,jeep,good,8 cylinders,gas,198000,clean,automatic,rwd,SUV,black
16900,2015,ram,good,6 cylinders,gas,97563,clean,automatic,rwd,pickup,silver
21590,2016,ram,good,6 cylinders,gas,35391,clean,other,,pickup,black
24990,2007,ford,good,10 cylinders,gas,46463,clean,automatic,rwd,truck,white
33990,2016,chevrolet,good,8 cylinders,gas,12398,clean,automatic,rwd,truck,white
4500,2005,acura,,6 cylinders,gas,279000,clean,automatic,,SUV,blue
20990,2006,chevrolet,good,8 cylinders,diesel,134296,clean,automatic,rwd,truck,white
25990,2016,,good,8 cylinders,gas,172373,clean,automatic,rwd,truck,white
27990,2008,ford,good,8 cylinders,gas,83459,clean,automatic,rwd,truck,white
43990,2016,chevrolet,good,8 cylinders,gas,45542,clean,automatic,rwd,,white
33990,2014,ford,good,8 cylinders,diesel,136250,clean,automatic,4wd,truck,white
22990,2010,ford,good,10 cylinders,gas,121911,clean,automatic,rwd,truck,white
24990,2017,gmc,good,8 cylinders,gas,136965,clean,automatic,rwd,truck,white
24990,2009,chevrolet,good,8 cylinders,gas,72789,clean,automatic,rwd,truck,white
33990,2007,,good,6 cylinders,diesel,161693,clean,automatic,rwd,truck,red
25990,2006,chevrolet,good,8 cylinders,gas,73360,clean,automatic,rwd,truck,white
16990,2004,ford,good,8 cylinders,gas,213563,clean,automatic,4wd,,black
29990,2011,ford,good,8 cylinders,diesel,137481,clean,automatic,4wd,truck,white
29990,2012,,good,8 cylinders,diesel,39013,clean,automatic,rwd,truck,white
42990,2008,chevrolet,good,8 cylinders,diesel,67159,clean,automatic,rwd,,red
33990,2007,chevrolet,good,8 cylinders,gas,77581,clean,automatic,rwd,truck,white
21990,2005,ford,good,8 cylinders,gas,45554,clean,automatic,rwd,truck,white
29990,2015,ford,good,8 cylinders,diesel,169564,clean,automatic,4wd,,white
49990,2015,ford,good,8 cylinders,diesel,152701,clean,automatic,4wd,truck,white
26990,1998,mitsubishi,good,4 cylinders,diesel,166302,clean,manual,rwd,truck,white
29990,2008,chevrolet,good,6 cylinders,diesel,65073,clean,automatic,rwd,,white
34990,2015,ford,good,6 cylinders,gas,100058,clean,automatic,rwd,,white
63990,2017,,good,6 cylinders,diesel,28400,clean,automatic,rwd,truck,white
26990,2016,chevrolet,good,8 cylinders,gas,75734,clean,automatic,rwd,truck,white
27490,2006,mitsubishi,good,4 cylinders,diesel,96626,clean,automatic,rwd,truck,green
22990,2004,gmc,good,,diesel,119091,clean,automatic,rwd,,white
28490,2008,mitsubishi,good,4 cylinders,diesel,70643,clean,automatic,rwd,truck,green
33990,2012,ford,good,8 cylinders,diesel,49678,clean,automatic,4wd,truck,white
20990,2008,ford,good,8 cylinders,gas,97626,clean,automatic,4wd,,white
25990,2011,ford,good,8 cylinders,gas,105371,clean,automatic,rwd,,blue
39990,2016,,good,6 cylinders,diesel,65368,clean,automatic,rwd,bus,white
46990,2016,ram,good,6 cylinders,diesel,17619,clean,automatic,rwd,truck,white
37990,2012,ford,good,8 cylinders,diesel,108061,clean,automatic,rwd,,black
44990,2012,ford,good,8 cylinders,diesel,52307,clean,automatic,4wd,truck,white
35990,2016,ford,good,8 cylinders,diesel,161669,clean,automatic,4wd,,white
44990,2015,ram,good,6 cylinders,diesel,80733,clean,automatic,4wd,truck,white
21990,2008,ford,good,8 cylinders,gas,72658,clean,automatic,4wd,,white
34990,2018,,good,8 cylinders,gas,23,clean,automatic,rwd,,white
30990,2014,ford,good,10 cylinders,gas,98123,clean,automatic,rwd,,white
26990,2015,,good,4 cylinders,diesel,102863,clean,automatic,rwd,truck,white
16990,2008,ford,good,8 cylinders,gas,147476,clean,automatic,4wd,,white
20990,2010,ram,good,8 cylinders,gas,121850,clean,automatic,4wd,truck,black
26990,2008,chevrolet,good,8 cylinders,gas,100921,clean,automatic,4wd,truck,white
52990,2014,ford,good,8 cylinders,diesel,15886,clean,automatic,4wd,truck,white
62990,2016,ford,good,8 cylinders,diesel,40193,clean,automatic,4wd,,red
35990,2014,ford,good,10 cylinders,gas,42213,clean,automatic,4wd,truck,white
27990,2011,ford,good,6 cylinders,diesel,123622,clean,automatic,rwd,truck,white
49990,2015,,good,6 cylinders,diesel,203867,clean,automatic,rwd,,white
29990,2012,toyota,good,6 cylinders,gas,43182,clean,other,4wd,pickup,white
33990,2007,,good,6 cylinders,diesel,161693,clean,automatic,rwd,truck,red
27490,2006,mitsubishi,good,4 cylinders,diesel,96626,clean,automatic,rwd,truck,green
26990,2015,,good,4 cylinders,diesel,102863,clean,automatic,rwd,truck,white
16990,2004,ford,good,8 cylinders,gas,213563,clean,automatic,4wd,,black
49990,2015,,good,6 cylinders,diesel,203867,clean,automatic,rwd,,white
33990,2014,ford,good,8 cylinders,diesel,136250,clean,automatic,4wd,truck,white
24990,2009,chevrolet,good,8 cylinders,gas,72789,clean,automatic,rwd,truck,white
25990,2006,chevrolet,good,8 cylinders,gas,73360,clean,automatic,rwd,truck,white
24990,2017,gmc,good,8 cylinders,gas,136965,clean,automatic,rwd,truck,white
29990,2011,ford,good,8 cylinders,diesel,137481,clean,automatic,4wd,truck,white
24990,2007,ford,good,10 cylinders,gas,46463,clean,automatic,rwd,truck,white
22990,2010,ford,good,10 cylinders,gas,121911,clean,automatic,rwd,truck,white
20990,2006,chevrolet,good,8 cylinders,diesel,134296,clean,automatic,rwd,truck,white
33990,2016,chevrolet,good,8 cylinders,gas,12398,clean,automatic,rwd,truck,white
29990,2012,,good,8 cylinders,diesel,39013,clean,automatic,rwd,truck,white
25990,2016,,good,8 cylinders,gas,172373,clean,automatic,rwd,truck,white
22990,2004,gmc,good,,diesel,119091,clean,automatic,rwd,,white
26990,2016,chevrolet,good,8 cylinders,gas,75734,clean,automatic,rwd,truck,white
43990,2016,chevrolet,good,8 cylinders,gas,45542,clean,automatic,rwd,,white
27990,2008,ford,good,8 cylinders,gas,83459,clean,automatic,rwd,truck,white
29990,2008,,good,8 cylinders,gas,60386,clean,automatic,rwd,truck,white
14990,2012,ford,good,8 cylinders,gas,67820,clean,automatic,rwd,truck,white
32990,2011,chevrolet,good,8 cylinders,gas,22076,clean,automatic,rwd,,black
59990,2017,ford,good,8 cylinders,diesel,31337,clean,automatic,4wd,truck,white
31990,2006,ford,good,8 cylinders,diesel,59429,clean,automatic,4wd,truck,red
20888,2015,mercedes-benz,excellent,6 cylinders,gas,111261,clean,automatic,4wd,SUV,silver
31888,2015,gmc,good,8 cylinders,gas,109947,clean,automatic,rwd,SUV,white
10888,2014,kia,good,4 cylinders,gas,121259,clean,automatic,fwd,SUV,red
26900,2019,ford,excellent,6 cylinders,gas,8176,clean,automatic,rwd,pickup,white
49895,,,,4 cylinders,gas,26985,clean,automatic,,SUV,white
6950,1994,jeep,excellent,4 cylinders,gas,160000,clean,manual,4wd,,green
40888,2020,jeep,like new,6 cylinders,gas,27955,clean,automatic,4wd,SUV,black
14995,2007,jeep,good,6 cylinders,gas,163169,clean,automatic,4wd,SUV,black
32990,2011,bmw,good,,other,45858,clean,other,rwd,other,red
500,2021,,fair,other,other,1400,clean,other,,bus,green
19997,2009,dodge,excellent,8 cylinders,gas,83491,clean,automatic,rwd,coupe,
16589,2018,ford,excellent,4 cylinders,gas,84867,clean,automatic,fwd,sedan,
21500,2013,jeep,excellent,6 cylinders,gas,78270,clean,manual,4wd,convertible,
23997,2017,infiniti,excellent,6 cylinders,gas,84416,clean,automatic,rwd,SUV,
22510,2015,mercedes-benz,excellent,6 cylinders,gas,74909,clean,automatic,4wd,SUV,
47997,2018,lexus,excellent,8 cylinders,gas,50144,clean,automatic,4wd,SUV,
14988,2007,jeep,,,gas,163169,clean,automatic,4wd,,black
30292,2017,toyota,,,gas,48697,clean,automatic,rwd,,
18444,2015,lincoln,,,gas,68953,clean,automatic,,,black
26991,2019,nissan,,,gas,12357,clean,automatic,rwd,,white
1977,2003,mitsubishi,,,gas,238757,clean,manual,fwd,,
31990,2018,ram,good,6 cylinders,gas,27426,clean,other,4wd,pickup,white
8990,2008,ford,,6 cylinders,gas,152772,clean,automatic,4wd,sedan,white
10000,2015,chrysler,like new,4 cylinders,gas,73381,clean,automatic,fwd,sedan,white
4000,2014,chevrolet,like new,4 cylinders,gas,135000,clean,manual,fwd,sedan,silver
8500,2015,nissan,excellent,4 cylinders,gas,100000,clean,automatic,fwd,sedan,white
10000,1994,ford,good,8 cylinders,gas,76572,clean,automatic,rwd,,white
1900,2005,ford,,4 cylinders,gas,204621,clean,automatic,fwd,,red
17875,1995,chevrolet,,,gas,85970,clean,automatic,,convertible,green
2595,2003,ford,excellent,8 cylinders,gas,149055,clean,automatic,4wd,pickup,red
0,2006,jeep,,6 cylinders,gas,0,clean,automatic,4wd,SUV,red
5980,2006,chevrolet,,,gas,165000,clean,automatic,,,
6980,2008,toyota,,,gas,158000,clean,automatic,,,
7280,2014,nissan,,,gas,135000,clean,automatic,,,
5980,2013,mini,,,gas,149000,clean,automatic,,,
6980,2013,kia,,,gas,193000,clean,automatic,,,
5980,2013,jeep,,,gas,106000,clean,automatic,,,
500,2021,,fair,other,other,1400,clean,other,,bus,green
40888,2020,jeep,like new,6 cylinders,gas,27955,clean,automatic,4wd,SUV,black
0,2010,lexus,,6 cylinders,gas,149945,clean,automatic,fwd,sedan,silver
14888,2007,jeep,good,6 cylinders,gas,163169,clean,automatic,4wd,SUV,black
22990,2017,infiniti,good,,other,21297,clean,other,,hatchback,black
4425,2004,honda,,4 cylinders,gas,192275,clean,automatic,fwd,sedan,black
0,2004,ford,,,diesel,82712,clean,automatic,rwd,pickup,red
24995,2006,,,,gas,130066,clean,automatic,4wd,SUV,blue
33950,2011,ford,,,other,171524,clean,automatic,4wd,pickup,
8950,2011,ford,,,other,180502,clean,automatic,rwd,van,white
69950,2012,ford,,,diesel,267001,clean,automatic,,,white
41995,2017,ford,,,other,280463,clean,automatic,4wd,pickup,white
59950,2019,ford,,,gas,88140,clean,automatic,,,silver
9995,1986,ford,,,gas,46789,clean,automatic,rwd,pickup,red
25590,2017,infiniti,good,,other,66632,clean,other,rwd,sedan,blue
3995,1989,dodge,,,gas,101958,clean,automatic,rwd,pickup,grey
15897,2016,ford,,4 cylinders,gas,71097,clean,other,fwd,van,yellow
12897,2016,buick,,4 cylinders,gas,83501,clean,other,fwd,SUV,black
6950,1998,ford,excellent,8 cylinders,gas,206000,clean,automatic,rwd,truck,green
3450,2006,toyota,,4 cylinders,gas,206058,clean,automatic,fwd,sedan,red
0,2019,chevrolet,excellent,8 cylinders,gas,15807,clean,automatic,4wd,truck,red
32590,2013,lexus,good,8 cylinders,gas,30384,clean,other,rwd,sedan,
23590,2018,mitsubishi,good,,other,48933,clean,other,4wd,other,white
45990,,,,6 cylinders,gas,38165,clean,automatic,,coupe,red
33590,2017,cadillac,good,6 cylinders,gas,28891,clean,other,,other,black
39888,2019,honda,like new,,gas,9528,clean,manual,,hatchback,
16902,2020,toyota,,,gas,11692,clean,automatic,fwd,,black
18877,2017,toyota,,,gas,52822,clean,automatic,fwd,,silver
31590,2017,lexus,good,6 cylinders,gas,28185,clean,other,fwd,SUV,silver
5500,2006,cadillac,excellent,4 cylinders,gas,111111,clean,other,,,grey
2700,2004,nissan,good,6 cylinders,gas,200000,clean,automatic,fwd,sedan,white
22990,2014,lexus,,6 cylinders,gas,72526,clean,automatic,,sedan,white
1500,2002,honda,,,gas,168000,clean,automatic,,,
20000,2010,toyota,excellent,6 cylinders,gas,113750,clean,automatic,fwd,SUV,silver
21500,2015,lexus,excellent,,gas,73000,clean,automatic,,,
2999,2005,ford,,6 cylinders,gas,226797,clean,automatic,fwd,sedan,white
2900,1999,lexus,good,8 cylinders,gas,378000,clean,automatic,,sedan,white
0,2014,,,,diesel,100,clean,automatic,,,
0,2015,chevrolet,,8 cylinders,gas,174837,clean,automatic,4wd,,
4380,2007,hyundai,,,gas,185000,clean,automatic,,,
5980,2006,honda,,,gas,167000,clean,automatic,,,
5980,2010,gmc,,,gas,208000,clean,automatic,,,
5980,2009,ford,,,gas,178000,clean,automatic,,,
5480,2013,chevrolet,,,gas,182000,clean,automatic,,,
5980,2006,chrysler,,,gas,160000,clean,automatic,,,
5980,2008,cadillac,,,gas,189000,clean,automatic,,,
6480,2008,buick,,,gas,183000,clean,automatic,,,
5980,2005,acura,,,gas,179000,clean,automatic,,,
3399,2006,buick,,6 cylinders,gas,160218,clean,automatic,fwd,sedan,blue
10750,2006,toyota,good,6 cylinders,gas,223160,clean,automatic,rwd,pickup,red
10980,2012,ford,,,gas,178000,clean,automatic,,,
6480,2012,nissan,,,gas,145000,clean,automatic,,,
7980,2008,bmw,,,gas,157000,clean,automatic,,,
4980,2001,ford,,,gas,106000,clean,automatic,,,
5980,2009,cadillac,,,gas,129000,clean,automatic,,,
199,2017,dodge,,,gas,21737,clean,automatic,,,
7980,2013,bmw,,,gas,156000,clean,automatic,,,
6950,2011,nissan,,,gas,54443,rebuilt,automatic,,,
3650,2008,kia,,4 cylinders,gas,115124,clean,automatic,fwd,sedan,silver
15590,2016,,good,,other,64923,clean,other,fwd,hatchback,blue
24990,2014,acura,good,6 cylinders,gas,52396,clean,automatic,,SUV,silver
1700,2002,buick,good,,gas,171690,clean,automatic,,sedan,
16897,2018,hyundai,,4 cylinders,gas,71224,clean,other,fwd,sedan,black
27897,2013,chevrolet,,8 cylinders,gas,55033,clean,other,rwd,truck,red
2600,2000,buick,,6 cylinders,gas,212061,clean,automatic,fwd,,blue
23990,2014,acura,good,6 cylinders,gas,62390,clean,other,,SUV,
21790,2016,chevrolet,good,6 cylinders,gas,100662,clean,automatic,rwd,pickup,white
38590,2019,acura,good,,other,14906,clean,other,,other,white
36990,,,,4 cylinders,gas,30967,clean,other,rwd,sedan,silver
39590,2019,acura,good,6 cylinders,gas,8919,clean,other,,other,
2700,2004,nissan,good,6 cylinders,gas,200000,clean,automatic,fwd,sedan,white
24958,2020,toyota,,,gas,4862,clean,automatic,fwd,,white
27958,2020,nissan,,,gas,6333,clean,automatic,fwd,,red
23161,2019,chrysler,,,gas,23461,clean,automatic,rwd,,red
15977,2016,jeep,,,gas,48322,clean,automatic,4wd,,
32990,2018,acura,good,6 cylinders,gas,31967,clean,other,,SUV,brown
29890,2017,infiniti,,6 cylinders,gas,32913,clean,automatic,,SUV,black
19900,2014,toyota,excellent,6 cylinders,gas,231000,clean,automatic,4wd,,silver
3299,2002,ford,,6 cylinders,gas,249302,clean,automatic,fwd,,white
1,2002,nissan,,,gas,196000,clean,automatic,,,black
3495,2008,chevrolet,,6 cylinders,gas,157305,clean,automatic,fwd,sedan,
18990,2010,ford,good,8 cylinders,gas,32988,clean,automatic,rwd,van,white
4499,2005,toyota,,4 cylinders,gas,170687,clean,automatic,fwd,sedan,blue
32995,2012,ford,,,gas,37473,clean,automatic,4wd,,white
14900,2011,mercedes-benz,,,gas,113907,rebuilt,automatic,,,
15900,2017,nissan,good,4 cylinders,gas,28650,rebuilt,automatic,rwd,truck,white
13900,2013,honda,good,4 cylinders,gas,86933,clean,automatic,fwd,SUV,blue
9800,2008,mazda,good,6 cylinders,gas,138266,clean,automatic,fwd,SUV,white
7000,2004,jaguar,good,8 cylinders,gas,135185,clean,automatic,rwd,sedan,red
0,2011,chevrolet,,4 cylinders,gas,0,clean,automatic,rwd,sedan,red
17590,2015,kia,good,,gas,25491,clean,other,fwd,wagon,green
33990,2019,acura,good,,gas,11902,clean,other,,SUV,red
19850,2013,bmw,good,,gas,90822,clean,other,,sedan,black
11850,2008,rover,good,8 cylinders,gas,111254,clean,other,,SUV,black
15900,2005,,good,,diesel,360000,clean,manual,,,white
4995,2005,ford,,,gas,121724,clean,automatic,,,silver
26000,1973,chevrolet,,,gas,67013,clean,automatic,,,
33990,2020,alfa-romeo,good,,gas,9711,clean,other,rwd,sedan,white
16990,2018,hyundai,good,,gas,31871,clean,other,fwd,sedan,red
3800,2000,toyota,,4 cylinders,gas,164814,clean,automatic,fwd,sedan,
0,2021,hyundai,excellent,4 cylinders,gas,1517,clean,automatic,fwd,SUV,
11500,2011,bmw,excellent,4 cylinders,gas,126000,clean,automatic,rwd,sedan,black
28990,,,,4 cylinders,gas,9193,clean,automatic,fwd,SUV,white
56990,2018,cadillac,good,,other,58874,clean,automatic,4wd,other,black
12307,2018,kia,,,gas,95056,clean,automatic,fwd,,red
20989,2019,toyota,,,gas,43464,clean,automatic,fwd,,white
15108,2016,honda,,,gas,92347,clean,automatic,fwd,,
14577,2011,nissan,,,gas,156380,clean,automatic,4wd,,white
19477,2015,jeep,,,gas,108819,clean,automatic,,,black
35990,2018,mercedes-benz,good,,gas,8211,clean,automatic,rwd,sedan,blue
1350,1999,,fair,6 cylinders,gas,200000,clean,automatic,,,
2700,2004,nissan,good,6 cylinders,gas,200000,clean,automatic,fwd,sedan,white
29890,2013,tesla,,,electric,61591,clean,automatic,rwd,sedan,grey
1,2003,cadillac,,,gas,315836,clean,automatic,,,
3450,2007,toyota,,4 cylinders,,263198,clean,automatic,fwd,,grey
32500,2019,ford,like new,6 cylinders,gas,7700,clean,automatic,rwd,truck,grey
55000,2000,,excellent,6 cylinders,diesel,87000,clean,automatic,4wd,truck,white
6900,2008,nissan,excellent,4 cylinders,gas,110000,clean,automatic,fwd,,black
26900,1994,nissan,good,4 cylinders,gas,59384,clean,manual,rwd,coupe,black
8500,2008,lexus,good,6 cylinders,gas,155374,clean,automatic,rwd,sedan,grey
12500,1946,,fair,6 cylinders,gas,123,missing,manual,,,
0,2004,chevrolet,,6 cylinders,gas,213174,clean,automatic,rwd,SUV,
0,2015,ford,,,gas,55000,clean,automatic,,,
13950,2008,mazda,excellent,4 cylinders,gas,86650,clean,manual,rwd,convertible,grey
28995,2012,ford,,,gas,93923,clean,automatic,,,white
19950,2016,hyundai,like new,,gas,26000,clean,automatic,,,
0,1992,toyota,excellent,4 cylinders,diesel,160000,clean,automatic,4wd,SUV,black
3999,2009,volvo,,5 cylinders,gas,182005,clean,automatic,fwd,,silver
0,2014,,,,diesel,100,clean,automatic,,,
36500,2012,jeep,like new,,gas,71000,clean,manual,4wd,,red
7900,2014,nissan,,,gas,111310,rebuilt,automatic,,,
5980,2011,kia,,,gas,163000,clean,automatic,,,
27995,2012,ford,,,gas,45822,clean,automatic,,,white
6800,2010,nissan,like new,4 cylinders,gas,139000,clean,automatic,fwd,coupe,black
19950,2008,jeep,excellent,,gas,,clean,automatic,4wd,,black
4400,2006,buick,,6 cylinders,gas,124201,clean,automatic,fwd,sedan,white
31990,2018,audi,good,,gas,19179,clean,other,,other,
5500,1988,mercedes-benz,fair,,diesel,177607,clean,manual,,convertible,white
22990,2015,bmw,good,,gas,53216,clean,other,rwd,sedan,silver
12995,2008,ford,,,gas,93146,clean,automatic,,,green
36995,2012,ford,,,gas,41364,clean,automatic,4wd,,silver
31995,2017,ford,,,gas,129638,clean,automatic,,,white
25995,2015,gmc,,,gas,126690,clean,automatic,,,red
34995,2015,ford,,,gas,84526,clean,automatic,4wd,,white
31995,2012,ford,,,gas,24692,clean,automatic,,,white
34995,2017,ford,,,gas,138052,clean,automatic,4wd,,white
16995,2008,chevrolet,,,gas,158114,clean,automatic,,,white
12995,2016,chrysler,,,gas,72754,clean,automatic,,,black
27995,2017,nissan,,,gas,48769,clean,automatic,,,white
24995,2012,ford,,,gas,52377,clean,automatic,,,grey
13995,2015,nissan,,,gas,86580,clean,automatic,,,white
36590,2019,infiniti,good,,other,18605,clean,other,,coupe,blue
4500,2011,ford,,4 cylinders,gas,167870,clean,automatic,fwd,sedan,blue
0,2016,ford,excellent,6 cylinders,gas,78480,clean,automatic,fwd,SUV,
7500,2009,ram,good,8 cylinders,gas,131338,clean,automatic,rwd,,brown
29590,2017,jaguar,good,,gas,15530,clean,other,,sedan,black
45900,2017,,,6 cylinders,gas,36083,clean,automatic,,SUV,white
11700,2000,ford,good,8 cylinders,diesel,274000,clean,manual,rwd,truck,white
27590,2018,lincoln,good,6 cylinders,gas,48039,clean,other,fwd,other,white
37500,2018,ford,,,gas,30026,clean,automatic,4wd,,blue
26990,2019,nissan,,,gas,12373,clean,automatic,rwd,,black
21688,2020,nissan,,,gas,7575,clean,automatic,fwd,,
12577,2016,mitsubishi,,,gas,114878,clean,automatic,fwd,,red
14977,2013,toyota,,,gas,123804,clean,automatic,fwd,,white
29990,2018,lexus,good,,other,15923,clean,other,,hatchback,white
44800,2015,chevrolet,,8 cylinders,diesel,108000,clean,automatic,4wd,,
8950,2011,ford,excellent,6 cylinders,gas,164000,clean,automatic,fwd,truck,white
26990,2016,toyota,,6 cylinders,gas,102089,clean,automatic,rwd,pickup,grey
3800,2005,chrysler,good,4 cylinders,gas,135034,clean,automatic,fwd,convertible,silver
18500,2009,jeep,good,4 cylinders,gas,76641,clean,automatic,4wd,SUV,silver
4100,2010,hyundai,,4 cylinders,gas,130206,rebuilt,manual,fwd,wagon,grey
41000,2019,mini,excellent,4 cylinders,gas,29288,clean,automatic,fwd,van,
2300,1997,buick,,6 cylinders,gas,201566,clean,automatic,fwd,sedan,green
300,1999,saturn,fair,4 cylinders,gas,265000,clean,automatic,fwd,sedan,purple
5980,2005,acura,,6 cylinders,gas,179721,,automatic,fwd,sedan,silver
6980,2013,nissan,,4 cylinders,gas,170273,,automatic,,wagon,red
5980,2006,nissan,,6 cylinders,gas,178388,,automatic,fwd,SUV,white
3500,2009,hyundai,,4 cylinders,gas,111387,rebuilt,automatic,fwd,sedan,white
2500,1976,chevrolet,,,gas,100,clean,automatic,,,
6980,2011,kia,,6 cylinders,gas,182321,,other,rwd,SUV,
6980,2008,toyota,,6 cylinders,gas,158888,,automatic,fwd,sedan,silver
6480,2012,jeep,,4 cylinders,gas,180096,,manual,fwd,SUV,white
36590,2019,gmc,good,8 cylinders,gas,14222,clean,other,4wd,pickup,blue
4250,2003,ford,,8 cylinders,gas,131282,clean,automatic,rwd,sedan,red
11700,2007,chevrolet,good,8 cylinders,gas,155000,clean,automatic,4wd,pickup,black
4980,2007,ford,,6 cylinders,gas,178095,,automatic,4wd,sedan,white
29590,2013,gmc,good,8 cylinders,gas,37888,clean,other,,pickup,silver
7280,2014,nissan,,4 cylinders,gas,135412,,automatic,fwd,sedan,silver
5980,2010,gmc,,4 cylinders,gas,208359,,manual,rwd,SUV,red
58500,1933,ford,,,gas,5830,clean,automatic,,,black
35590,2011,dodge,good,8 cylinders,gas,16796,clean,other,rwd,coupe,green
46990,2014,chevrolet,good,8 cylinders,gas,16966,clean,other,rwd,other,white
3999,2006,pontiac,,6 cylinders,gas,207238,clean,automatic,fwd,sedan,white
5480,2013,chevrolet,,4 cylinders,gas,182711,,automatic,fwd,SUV,grey
34590,2015,gmc,good,8 cylinders,gas,35423,clean,automatic,4wd,pickup,
4000,1958,ford,good,8 cylinders,gas,110000,missing,automatic,4wd,,black
35495,,,,4 cylinders,gas,14000,clean,automatic,rwd,sedan,white
6895,1995,gmc,good,6 cylinders,gas,186500,clean,automatic,rwd,pickup,red
500,2021,,fair,other,other,1400,clean,other,,bus,green
14141,2017,ram,like new,4 cylinders,gas,102386,clean,automatic,fwd,van,white
18777,2016,volvo,like new,4 cylinders,gas,38561,clean,automatic,fwd,sedan,silver
5600,2013,dodge,good,4 cylinders,gas,88000,clean,manual,fwd,sedan,red
24590,2018,nissan,good,6 cylinders,gas,33036,clean,other,4wd,pickup,black
27988,2020,nissan,,,gas,15139,clean,automatic,,,blue
22488,2020,nissan,,,gas,17013,clean,automatic,fwd,,green
26500,2019,nissan,,,gas,9975,clean,automatic,,,red
21977,2017,ford,,,gas,79265,clean,automatic,fwd,,black
16477,2011,chevrolet,,,gas,178349,clean,automatic,4wd,,silver
34500,2012,bmw,,8 cylinders,gas,53723,clean,automatic,,,
6500,2003,chevrolet,like new,8 cylinders,gas,245700,clean,automatic,4wd,SUV,silver
7800,2004,gmc,,,gas,160000,clean,automatic,,,
17999,2012,jeep,excellent,6 cylinders,gas,125000,clean,automatic,4wd,offroad,black
28500,2015,chrysler,,,gas,49319,clean,automatic,,,
4250,2007,chrysler,,4 cylinders,gas,94093,clean,automatic,fwd,sedan,red
3500,2006,ford,,6 cylinders,gas,214775,clean,automatic,fwd,SUV,blue
3850,2003,dodge,,8 cylinders,gas,215604,clean,automatic,rwd,SUV,blue
20900,2016,toyota,excellent,6 cylinders,gas,100318,clean,automatic,rwd,sedan,silver
5790,2008,cadillac,,6 cylinders,gas,189294,,automatic,rwd,SUV,white
4300,2012,kia,,4 cylinders,gas,174053,clean,automatic,fwd,wagon,silver
35000,1978,toyota,good,8 cylinders,gas,1000000,clean,manual,4wd,SUV,red
6480,2008,buick,,6 cylinders,gas,183858,,automatic,rwd,SUV,
5940,2011,kia,,4 cylinders,gas,163385,,manual,rwd,wagon,white
36900,,,,8 cylinders,,71931,,automatic,rwd,pickup,white
28500,2019,gmc,good,6 cylinders,gas,43961,clean,automatic,fwd,SUV,black
23900,2017,jeep,good,6 cylinders,gas,50543,clean,automatic,rwd,SUV,black
4980,2011,nissan,,6 cylinders,gas,199524,,manual,rwd,SUV,silver
3450,2007,ford,,6 cylinders,gas,164421,clean,automatic,fwd,sedan,
8980,2011,jeep,,6 cylinders,,173787,,manual,rwd,SUV,silver
3980,2002,ford,,8 cylinders,gas,197070,,manual,rwd,pickup,white
2800,2006,ford,,6 cylinders,gas,230108,clean,automatic,fwd,sedan,white
27900,2014,ram,,8 cylinders,gas,66788,,automatic,rwd,pickup,white
5480,2013,chevrolet,,4 cylinders,gas,121954,,automatic,fwd,sedan,red
4980,2010,dodge,,6 cylinders,gas,134819,,manual,rwd,van,red
4450,2004,cadillac,,6 cylinders,gas,144850,clean,automatic,rwd,SUV,white
0,2009,dodge,,6 cylinders,gas,170013,,manual,rwd,SUV,black
49975,1937,ford,excellent,8 cylinders,gas,13025,clean,automatic,rwd,coupe,blue
0,1988,,good,8 cylinders,diesel,43000,clean,automatic,4wd,other,custom
24990,2019,subaru,good,,gas,12495,clean,other,,hatchback,white
6500,1995,ford,excellent,8 cylinders,gas,119000,clean,automatic,rwd,,white
33990,2018,jeep,good,6 cylinders,gas,34636,clean,other,4wd,other,white
28590,2017,jeep,good,6 cylinders,gas,37218,clean,other,4wd,other,
3999,2006,honda,,4 cylinders,gas,253076,clean,automatic,fwd,sedan,silver
4980,2010,chevrolet,,6 cylinders,gas,208122,,manual,rwd,SUV,silver
31990,2016,chevrolet,,8 cylinders,,107597,clean,automatic,4wd,pickup,white
39590,2018,jeep,good,6 cylinders,gas,21893,clean,other,4wd,SUV,silver
27990,2016,bmw,good,,gas,46057,clean,other,rwd,sedan,blue
29800,2016,ram,,8 cylinders,gas,43000,clean,automatic,4wd,,silver
20870,2019,infiniti,,,gas,29938,clean,automatic,fwd,,red
